timestamp_ms,pass_id,row_index,x_m,y_m,zone_id,target_rate_kg_ha,target_mass_g_min,strategy_opening_mm,target_speed_r_min,selected_model,domain_status,status
4800,1,3,7.999999999999997,1.2,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4800,1,4,7.999999999999997,1.8,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4800,1,5,7.999999999999997,2.4,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4800,1,6,7.999999999999997,3.0,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
5000,1,1,8.33333333333333,0.0,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
5000,1,2,8.33333333333333,0.6,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
5000,1,3,8.33333333333333,1.2,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
5000,1,4,8.33333333333333,1.8,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
5000,1,5,8.33333333333333,2.4,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
5000,1,6,8.33333333333333,3.0,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
5200,1,1,8.666666666666664,0.0,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
5200,1,2,8.666666666666664,0.6,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
5200,1,3,8.666666666666664,1.2,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
5200,1,4,8.666666666666664,1.8,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
5200,1,5,8.666666666666664,2.4,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
5200,1,6,8.666666666666664,3.0,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
5400,1,1,8.999999999999998,0.0,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
5400,1,2,8.999999999999998,0.6,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
5400,1,3,8.999999999999998,1.2,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
5400,1,4,8.999999999999998,1.8,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
5400,1,5,8.999999999999998,2.4,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
5400,1,6,8.999999999999998,3.0,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
5600,1,1,9.333333333333332,0.0,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
5600,1,2,9.333333333333332,0.6,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
5600,1,3,9.333333333333332,1.2,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
5600,1,4,9.333333333333332,1.8,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
5600,1,5,9.333333333333332,2.4,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
5600,1,6,9.333333333333332,3.0,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
5800,1,1,9.666666666666666,0.0,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
5800,1,2,9.666666666666666,0.6,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
5800,1,3,9.666666666666666,1.2,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
5800,1,4,9.666666666666666,1.8,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
5800,1,5,9.666666666666666,2.4,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
5800,1,6,9.666666666666666,3.0,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6000,1,1,10.0,0.0,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6000,1,2,10.0,0.6,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6000,1,3,10.0,1.2,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6000,1,4,10.0,1.8,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6000,1,5,10.0,2.4,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6000,1,6,10.0,3.0,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6200,1,1,10.333333333333334,0.0,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6200,1,2,10.333333333333334,0.6,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
6200,1,3,10.333333333333334,1.2,B,860.0,5160.0001032,35.0,53.05290603637695,inverse_KAN,in_domain,ok
